HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.Unique_ID,Input.1,Input.2,Input.3,Input.4,Input.5,Input.6,Input.7,Input.8,Input.9,Input.10,Input.11,Input.12,Input.13,Input.14,Answer.Age,Answer.Education,Answer.Gender,Answer.Q10Credibility,Answer.Q11Credibility,Answer.Q12Credibility,Answer.Q13Credibility,Answer.Q14Credibility,Answer.Q1Credibility,Answer.Q2Credibility,Answer.Q3Credibility,Answer.Q4Credibility,Answer.Q5Credibility,Answer.Q6Credibility,Answer.Q7Credibility,Answer.Q8Credibility,Answer.Q9Credibility,Answer.US,Answer.freeEntry,Answer.valid,Approve,Reject
3R868ACW4SCA7KQGKFEIV06CEWOZG4,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:11 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:11 PST 2017,,,38F71OA9GTW6HXTWK9O8UX6BD5WFM5,A19YI8PZGYKN6X,Approved,Thu Nov 30 09:38:43 PST 2017,Thu Nov 30 09:41:35 PST 2017,Tue Dec 05 09:41:35 PST 2017,Fri Dec 01 06:45:24 PST 2017,,,172,100% (1/1),100% (1/1),100% (1/1),57345947,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.9.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.10.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.11.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.12.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.13.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.14.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.15.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.16.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.17.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.18.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.1.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.2.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.3.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.4.1.jpg,28,Bachelor,Female,5,3,4,5,4,5,3,6,4,5,4,3,4,6,Yes,no,4,,
3RHLQY6EDT4RS3S0XWNKVJQ60964DO,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:10 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:10 PST 2017,,,3RWE2M8QWHAL2BZ6TSKN4587CTH0NM,A214OXYTPZUW9Y,Approved,Thu Nov 30 09:35:44 PST 2017,Thu Nov 30 09:38:35 PST 2017,Tue Dec 05 09:38:35 PST 2017,Fri Dec 01 06:45:24 PST 2017,,,171,100% (1/1),100% (1/1),100% (1/1),3019855,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.8.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.9.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.10.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.11.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.12.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.13.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.14.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.15.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.16.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.17.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.18.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.1.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.2.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.3.2.jpg,26,Associate,Female,1,1,1,1,1,3,1,5,6,4,1,1,1,1,Yes,{},4,,
3RIHDBQ1NEYO89M8PW668YM4ESKHM5,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:11 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:11 PST 2017,,,3C6FJU71TQTVUWF0Y17IASULW3JUY5,A3TDA1NWHNQFE3,Approved,Thu Nov 30 18:27:04 PST 2017,Thu Nov 30 19:17:56 PST 2017,Tue Dec 05 19:17:56 PST 2017,Fri Dec 01 06:45:24 PST 2017,,,3052,100% (1/1),100% (1/1),100% (1/1),99530359,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.10.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.11.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.12.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.13.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.14.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.15.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.16.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.17.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.18.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.1.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.2.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.3.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.4.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.5.2.jpg,29,Master,Female,2,6,5,6,6,7,5,6,6,7,5,6,4,5,Yes,no,4,,
3RQVKZ7ZRKJ18GC3251A2CJCUK7722,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:12 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:12 PST 2017,,,3QL2OFSM96I5W3UM58D7Z6A8LHDCNO,A2AV7RLLF25KG,Approved,Thu Nov 30 09:33:44 PST 2017,Thu Nov 30 09:54:13 PST 2017,Tue Dec 05 09:54:13 PST 2017,Fri Dec 01 06:45:24 PST 2017,,,1229,100% (1/1),100% (1/1),100% (1/1),35167482,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.10.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.11.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.12.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.13.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.14.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.15.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.16.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.17.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.18.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.1.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.2.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.3.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.4.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.5.2.jpg,25,Professional,Female,3,6,5,3,6,3,5,3,2,2,2,4,5,6,Yes,no,4,,
3SV8KD29L4SF96MZA6ZXTSY5LD5ZK7,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:12 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:12 PST 2017,,,35GCEFQ6I5OB0SCMF3D01QDNPK43ZY,A2UZQ035V9POIA,Approved,Thu Nov 30 18:36:51 PST 2017,Thu Nov 30 18:38:23 PST 2017,Tue Dec 05 18:38:23 PST 2017,Fri Dec 01 06:45:24 PST 2017,,,92,100% (1/1),100% (1/1),100% (1/1),62680619,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.10.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.11.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.12.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.13.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.14.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.15.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.16.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.17.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.18.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.1.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.2.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.3.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.4.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.5.3.jpg,27,Bachelor,Male,6,1,2,2,4,5,3,6,7,3,6,4,6,5,Yes,N/A,4,,
3SZYX62S5G0T7DVQKO380JMOEUY753,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:13 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:13 PST 2017,,,3I7DHKZYGN089Q8QSA7MDVVPR95F5C,ABMPX2Y2IRBMG,Approved,Thu Nov 30 09:32:51 PST 2017,Thu Nov 30 09:35:26 PST 2017,Tue Dec 05 09:35:26 PST 2017,Fri Dec 01 06:45:25 PST 2017,,,155,100% (1/1),100% (1/1),100% (1/1),70295000,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.11.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.12.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.13.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.14.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.15.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.16.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.17.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.18.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.1.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.2.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.3.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.4.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.5.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.6.3.jpg,32,Professional,Male,6,4,3,4,4,5,3,5,5,6,4,5,5,4,Yes,{},4,,
3T2HW4QDUV7IKHSYEVO0SLJ41189CP,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:10 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:10 PST 2017,,,3GM6G9ZBKNXG02BXFTTXB1LC4EUMTA,A3GERFIF45QJSD,Approved,Thu Nov 30 12:35:05 PST 2017,Thu Nov 30 16:34:05 PST 2017,Tue Dec 05 16:34:05 PST 2017,Fri Dec 01 06:45:25 PST 2017,,,14340,100% (1/1),100% (1/1),100% (1/1),81706029,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.8.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.9.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.10.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.11.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.12.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.13.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.14.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.15.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.16.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.17.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.18.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.1.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.2.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.3.3.jpg,28,,Male,4,7,5,7,4,5,7,6,4,7,3,6,7,6,Yes,YES VERY DIFFICULTY,4,,
3TFJJUELSHP7KX7ZTM9LIYBQVVY2CQ,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:09 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:09 PST 2017,,,3RXCAC0YIRPXA8NN1SK7705SUF3G8D,A3LXS3Y6NNTGG3,Approved,Thu Nov 30 13:18:05 PST 2017,Thu Nov 30 13:20:44 PST 2017,Tue Dec 05 13:20:44 PST 2017,Fri Dec 01 06:45:25 PST 2017,,,159,100% (1/1),100% (1/1),100% (1/1),2750162,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.8.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.9.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.10.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.11.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.12.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.13.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.14.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.15.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.16.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.17.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.18.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.1.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.2.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.3.1.jpg,47,Master,Male,6,6,4,4,3,5,6,6,7,7,7,6,6,6,No,No,four,,
3TFJJUELSHP7KX7ZTM9LIYBQVVYC20,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:12 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:12 PST 2017,,,3IHR8NYAM7124KTKS8KHKX3FTKH4PL,A2ZNSEG0BWKTLK,Approved,Thu Nov 30 11:25:11 PST 2017,Thu Nov 30 11:28:52 PST 2017,Tue Dec 05 11:28:52 PST 2017,Fri Dec 01 06:45:25 PST 2017,,,221,100% (1/1),100% (1/1),100% (1/1),8193098,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.11.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.12.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.13.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.14.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.15.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.16.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.17.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.18.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.1.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.2.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.3.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.4.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.5.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.6.3.jpg,25,High school,Female,4,4,4,3,5,6,7,6,6,7,7,7,6,4,Yes,{},4,,
3URJ6VVYUPNIW0JPN5106D254ND4OL,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:13 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:13 PST 2017,,,3P59JYT76LKQTY745BADWS7EY9ST25,A345EPTA0P1Z5J,Approved,Thu Nov 30 10:08:52 PST 2017,Thu Nov 30 10:37:13 PST 2017,Tue Dec 05 10:37:13 PST 2017,Fri Dec 01 06:45:25 PST 2017,,,1701,100% (1/1),100% (1/1),100% (1/1),65211,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.11.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.12.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.13.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.14.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.15.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.16.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.17.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.18.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.1.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.2.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.3.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.4.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.5.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.6.1.jpg,26,Bachelor,Female,6,6,6,6,6,2,6,5,4,3,6,6,6,4,Yes,No,4,,
3UV0D2KX1MJOQN6WO2IAJJTRCMM4FZ,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:10 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:10 PST 2017,,,3CCZ6YKWR7JZ8GHDPO7U3Z9EOCX59Z,A332JOE9IUF8H3,Approved,Thu Nov 30 11:53:24 PST 2017,Thu Nov 30 11:56:09 PST 2017,Tue Dec 05 11:56:09 PST 2017,Fri Dec 01 06:45:25 PST 2017,,,165,100% (1/1),100% (1/1),100% (1/1),51686431,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.8.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.9.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.10.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.11.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.12.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.13.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.14.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.15.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.16.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.17.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.18.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.1.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.2.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.3.2.jpg,59,High school,Male,5,3,2,4,5,5,5,6,3,6,7,7,6,6,Yes,no,4,,
3V8JSVE8YYQCIGKKIYMBHQCYVM6EYC,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:13 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:13 PST 2017,,,33PPUNGG3853JUXOQTEWJOG3VWORZQ,AXDC2BMUVCYOY,Approved,Thu Nov 30 09:34:43 PST 2017,Thu Nov 30 11:02:45 PST 2017,Tue Dec 05 11:02:45 PST 2017,Fri Dec 01 06:45:25 PST 2017,,,5282,100% (1/1),100% (1/1),100% (1/1),36647342,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.11.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.12.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.13.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.14.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.15.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.16.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.17.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.18.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.1.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.2.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.3.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.4.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.5.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.6.1.jpg,55,High school,Female,3,4,4,5,4,5,4,4,4,4,6,5,4,5,Yes,The top one was not very clear.,4,,
3VLL1PIENQOYZX7E8YRQ09FE5IFZOR,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:13 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:13 PST 2017,,,34BBWHLWHABMW0P0PJ0G6SLURZ3IWR,A13LAT8QCT8TVJ,Approved,Thu Nov 30 09:46:15 PST 2017,Thu Nov 30 09:50:47 PST 2017,Tue Dec 05 09:50:47 PST 2017,Fri Dec 01 06:45:25 PST 2017,,,272,100% (1/1),100% (1/1),100% (1/1),9530940,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.11.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.12.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.13.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.14.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.15.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.16.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.17.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.18.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.1.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.2.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.3.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.4.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.5.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.6.2.jpg,44,Professional,Male,5,5,3,4,5,5,4,3,3,6,6,5,3,5,Yes,no,4,,
